Categoria|Distância (m)|RSSI (dBm) media|RSSI (dBm) minimo|RSSI (dBm) maximo
nao realistico|3120.0|-125.0802139429|-125.0802139429|-125.0802139429
nao realistico|3121.0|-125.0854469088|-125.0854469088|-125.0854469088
nao realistico|3122.0|-125.0906781984|-125.0906781984|-125.0906781984
nao realistico|3123.0|-125.0959078125|-125.0959078125|-125.0959078125
nao realistico|3124.0|-125.1011357524|-125.1011357524|-125.1011357524
nao realistico|3125.0|-125.1063620191|-125.1063620191|-125.1063620191
nao realistico|3126.0|-125.1115866137|-125.1115866137|-125.1115866137
nao realistico|3127.0|-125.1168095371|-125.1168095371|-125.1168095371
nao realistico|3128.0|-125.1220307906|-125.1220307906|-125.1220307906
nao realistico|3129.0|-125.1272503752|-125.1272503752|-125.1272503752
nao realistico|3130.0|-125.1324682918|-125.1324682918|-125.1324682918
nao realistico|3131.0|-125.1376845417|-125.1376845417|-125.1376845417
nao realistico|3132.0|-125.1428991259|-125.1428991259|-125.1428991259
nao realistico|3133.0|-125.1481120454|-125.1481120454|-125.1481120454
nao realistico|3134.0|-125.1533233012|-125.1533233012|-125.1533233012
nao realistico|3135.0|-125.1585328945|-125.1585328945|-125.1585328945
nao realistico|3136.0|-125.1637408264|-125.1637408264|-125.1637408264
nao realistico|3137.0|-125.1689470978|-125.1689470978|-125.1689470978
nao realistico|3138.0|-125.1741517098|-125.1741517098|-125.1741517098
nao realistico|3139.0|-125.1793546635|-125.1793546635|-125.1793546635
nao realistico|3140.0|-125.18455596|-125.18455596|-125.18455596
nao realistico|3141.0|-125.1897556003|-125.1897556003|-125.1897556003
nao realistico|3142.0|-125.1949535854|-125.1949535854|-125.1949535854
nao realistico|3143.0|-125.2001499164|-125.2001499164|-125.2001499164
nao realistico|3144.0|-125.2053445944|-125.2053445944|-125.2053445944
nao realistico|3145.0|-125.2105376205|-125.2105376205|-125.2105376205
nao realistico|3146.0|-125.2157289955|-125.2157289955|-125.2157289955
nao realistico|3147.0|-125.2209187207|-125.2209187207|-125.2209187207
nao realistico|3148.0|-125.226106797|-125.226106797|-125.226106797
nao realistico|3149.0|-125.2312932256|-125.2312932256|-125.2312932256
nao realistico|3150.0|-125.2364780074|-125.2364780074|-125.2364780074
nao realistico|3151.0|-125.2416611435|-125.2416611435|-125.2416611435
nao realistico|3152.0|-125.2468426349|-125.2468426349|-125.2468426349
nao realistico|3153.0|-125.2520224828|-125.2520224828|-125.2520224828
nao realistico|3154.0|-125.257200688|-125.257200688|-125.257200688
nao realistico|3155.0|-125.2623772518|-125.2623772518|-125.2623772518
nao realistico|3156.0|-125.267552175|-125.267552175|-125.267552175
nao realistico|3157.0|-125.2727254588|-125.2727254588|-125.2727254588
nao realistico|3158.0|-125.2778971042|-125.2778971042|-125.2778971042
nao realistico|3159.0|-125.28306711219999|-125.28306711219999|-125.28306711219999
nao realistico|3160.0|-125.2882354839|-125.2882354839|-125.2882354839
nao realistico|3161.0|-125.2934022202|-125.2934022202|-125.2934022202
nao realistico|3162.0|-125.2985673223|-125.2985673223|-125.2985673223
nao realistico|3163.0|-125.3037307912|-125.3037307912|-125.3037307912
nao realistico|3164.0|-125.3088926279|-125.3088926279|-125.3088926279
nao realistico|3165.0|-125.3140528334|-125.3140528334|-125.3140528334
nao realistico|3166.0|-125.3192114087|-125.3192114087|-125.3192114087
nao realistico|3167.0|-125.324368355|-125.324368355|-125.324368355
nao realistico|3168.0|-125.3295236732|-125.3295236732|-125.3295236732
nao realistico|3169.0|-125.3346773643|-125.3346773643|-125.3346773643
nao realistico|3170.0|-125.3398294294|-125.3398294294|-125.3398294294
nao realistico|3171.0|-125.3449798695|-125.3449798695|-125.3449798695
nao realistico|3172.0|-125.35012868560001|-125.35012868560001|-125.35012868560001
nao realistico|3173.0|-125.3552758788|-125.3552758788|-125.3552758788
nao realistico|3174.0|-125.36042145|-125.36042145|-125.36042145
nao realistico|3175.0|-125.3655654003|-125.3655654003|-125.3655654003
nao realistico|3176.0|-125.3707077308|-125.3707077308|-125.3707077308
nao realistico|3177.0|-125.3758484424|-125.3758484424|-125.3758484424
nao realistico|3178.0|-125.3809875361|-125.3809875361|-125.3809875361
nao realistico|3179.0|-125.386125013|-125.386125013|-125.386125013
nao realistico|3180.0|-125.3912608741|-125.3912608741|-125.3912608741
nao realistico|3181.0|-125.3963951204|-125.3963951204|-125.3963951204
nao realistico|3182.0|-125.4015277529|-125.4015277529|-125.4015277529
nao realistico|3183.0|-125.4066587726|-125.4066587726|-125.4066587726
nao realistico|3184.0|-125.4117881806|-125.4117881806|-125.4117881806
nao realistico|3185.0|-125.4169159778|-125.4169159778|-125.4169159778
nao realistico|3186.0|-125.4220421654|-125.4220421654|-125.4220421654
nao realistico|3187.0|-125.4271667442|-125.4271667442|-125.4271667442
nao realistico|3188.0|-125.4322897153|-125.4322897153|-125.4322897153
nao realistico|3189.0|-125.4374110796|-125.4374110796|-125.4374110796
nao realistico|3190.0|-125.4425308383|-125.4425308383|-125.4425308383
nao realistico|3191.0|-125.4476489923|-125.4476489923|-125.4476489923
nao realistico|3192.0|-125.4527655426|-125.4527655426|-125.4527655426
nao realistico|3193.0|-125.45788049030001|-125.45788049030001|-125.45788049030001
nao realistico|3194.0|-125.4629938363|-125.4629938363|-125.4629938363
nao realistico|3195.0|-125.4681055816|-125.4681055816|-125.4681055816
nao realistico|3196.0|-125.47321572719999|-125.47321572719999|-125.47321572719999
nao realistico|3197.0|-125.4783242741|-125.4783242741|-125.4783242741
nao realistico|3198.0|-125.4834312234|-125.4834312234|-125.4834312234
nao realistico|3199.0|-125.48853657599999|-125.48853657599999|-125.48853657599999
nao realistico|3200.0|-125.493640333|-125.493640333|-125.493640333
nao realistico|3201.0|-125.4987424953|-125.4987424953|-125.4987424953
nao realistico|3202.0|-125.5038430639|-125.5038430639|-125.5038430639
nao realistico|3203.0|-125.5089420398|-125.5089420398|-125.5089420398
nao realistico|3204.0|-125.514039424|-125.514039424|-125.514039424
nao realistico|3205.0|-125.5191352175|-125.5191352175|-125.5191352175
nao realistico|3206.0|-125.5242294214|-125.5242294214|-125.5242294214
nao realistico|3207.0|-125.5293220365|-125.5293220365|-125.5293220365
nao realistico|3208.0|-125.5344130639|-125.5344130639|-125.5344130639
nao realistico|3209.0|-125.5395025045|-125.5395025045|-125.5395025045
nao realistico|3210.0|-125.5445903594|-125.5445903594|-125.5445903594
nao realistico|3211.0|-125.5496766296|-125.5496766296|-125.5496766296
nao realistico|3212.0|-125.554761316|-125.554761316|-125.554761316
nao realistico|3213.0|-125.5598444196|-125.5598444196|-125.5598444196
nao realistico|3214.0|-125.5649259415|-125.5649259415|-125.5649259415
nao realistico|3215.0|-125.5700058825|-125.5700058825|-125.5700058825
nao realistico|3216.0|-125.5750842436|-125.5750842436|-125.5750842436
nao realistico|3217.0|-125.580161026|-125.580161026|-125.580161026
nao realistico|3218.0|-125.5852362304|-125.5852362304|-125.5852362304
nao realistico|3219.0|-125.590309858|-125.590309858|-125.590309858
nao realistico|3220.0|-125.59538190970001|-125.59538190970001|-125.59538190970001
nao realistico|3221.0|-125.6004523865|-125.6004523865|-125.6004523865
nao realistico|3222.0|-125.6055212893|-125.6055212893|-125.6055212893
nao realistico|3223.0|-125.6105886191|-125.6105886191|-125.6105886191
nao realistico|3224.0|-125.6156543769|-125.6156543769|-125.6156543769
nao realistico|3225.0|-125.6207185638|-125.6207185638|-125.6207185638
nao realistico|3226.0|-125.6257811805|-125.6257811805|-125.6257811805
nao realistico|3227.0|-125.6308422282|-125.6308422282|-125.6308422282
nao realistico|3228.0|-125.6359017078|-125.6359017078|-125.6359017078
nao realistico|3229.0|-125.6409596203|-125.6409596203|-125.6409596203
nao realistico|3230.0|-125.6460159666|-125.6460159666|-125.6460159666
nao realistico|3231.0|-125.6510707477|-125.6510707477|-125.6510707477
nao realistico|3232.0|-125.6561239646|-125.6561239646|-125.6561239646
nao realistico|3233.0|-125.6611756182|-125.6611756182|-125.6611756182
nao realistico|3234.0|-125.6662257096|-125.6662257096|-125.6662257096
nao realistico|3235.0|-125.6712742396|-125.6712742396|-125.6712742396
nao realistico|3236.0|-125.67632120929999|-125.67632120929999|-125.67632120929999
nao realistico|3237.0|-125.68136661960001|-125.68136661960001|-125.68136661960001
nao realistico|3238.0|-125.6864104715|-125.6864104715|-125.6864104715
nao realistico|3239.0|-125.6914527659|-125.6914527659|-125.6914527659
nao realistico|3240.0|-125.6964935038|-125.6964935038|-125.6964935038
nao realistico|3241.0|-125.70153268609998|-125.70153268609998|-125.70153268609998
nao realistico|3242.0|-125.7065703139|-125.7065703139|-125.7065703139
nao realistico|3243.0|-125.711606388|-125.711606388|-125.711606388
nao realistico|3244.0|-125.7166409095|-125.7166409095|-125.7166409095
nao realistico|3245.0|-125.7216738793|-125.7216738793|-125.7216738793
nao realistico|3246.0|-125.7267052983|-125.7267052983|-125.7267052983
nao realistico|3247.0|-125.73173516749999|-125.73173516749999|-125.73173516749999
nao realistico|3248.0|-125.7367634879|-125.7367634879|-125.7367634879
nao realistico|3249.0|-125.7417902604|-125.7417902604|-125.7417902604
nao realistico|3250.0|-125.7468154859|-125.7468154859|-125.7468154859
nao realistico|3251.0|-125.7518391655|-125.7518391655|-125.7518391655
nao realistico|3252.0|-125.7568613|-125.7568613|-125.7568613
nao realistico|3253.0|-125.7618818905|-125.7618818905|-125.7618818905
nao realistico|3254.0|-125.7669009378|-125.7669009378|-125.7669009378
nao realistico|3255.0|-125.7719184429|-125.7719184429|-125.7719184429
nao realistico|3256.0|-125.7769344068|-125.7769344068|-125.7769344068
nao realistico|3257.0|-125.7819488304|-125.7819488304|-125.7819488304
nao realistico|3258.0|-125.7869617146|-125.7869617146|-125.7869617146
nao realistico|3259.0|-125.7919730605|-125.7919730605|-125.7919730605
nao realistico|3260.0|-125.79698286879999|-125.79698286879999|-125.79698286879999
nao realistico|3261.0|-125.8019911407|-125.8019911407|-125.8019911407
nao realistico|3262.0|-125.806997877|-125.806997877|-125.806997877
nao realistico|3263.0|-125.8120030787|-125.8120030787|-125.8120030787
nao realistico|3264.0|-125.8170067467|-125.8170067467|-125.8170067467
nao realistico|3265.0|-125.8220088819|-125.8220088819|-125.8220088819
nao realistico|3266.0|-125.8270094853|-125.8270094853|-125.8270094853
nao realistico|3267.0|-125.8320085578|-125.8320085578|-125.8320085578
nao realistico|3268.0|-125.8370061004|-125.8370061004|-125.8370061004
nao realistico|3269.0|-125.842002114|-125.842002114|-125.842002114
nao realistico|3270.0|-125.8469965996|-125.8469965996|-125.8469965996
nao realistico|3271.0|-125.851989558|-125.851989558|-125.851989558
nao realistico|3272.0|-125.8569809902|-125.8569809902|-125.8569809902
nao realistico|3273.0|-125.8619708971|-125.8619708971|-125.8619708971
nao realistico|3274.0|-125.8669592797|-125.8669592797|-125.8669592797
nao realistico|3275.0|-125.8719461389|-125.8719461389|-125.8719461389
nao realistico|3276.0|-125.8769314756|-125.8769314756|-125.8769314756
nao realistico|3277.0|-125.8819152908|-125.8819152908|-125.8819152908
nao realistico|3278.0|-125.8868975854|-125.8868975854|-125.8868975854
nao realistico|3279.0|-125.8918783603|-125.8918783603|-125.8918783603
nao realistico|3280.0|-125.8968576164|-125.8968576164|-125.8968576164
nao realistico|3281.0|-125.9018353547|-125.9018353547|-125.9018353547
nao realistico|3282.0|-125.9068115761|-125.9068115761|-125.9068115761
nao realistico|3283.0|-125.9117862815|-125.9117862815|-125.9117862815
nao realistico|3284.0|-125.9167594718|-125.9167594718|-125.9167594718
nao realistico|3285.0|-125.921731148|-125.921731148|-125.921731148
nao realistico|3286.0|-125.926701311|-125.926701311|-125.926701311
nao realistico|3287.0|-125.9316699617|-125.9316699617|-125.9316699617
nao realistico|3288.0|-125.936637101|-125.936637101|-125.936637101
nao realistico|3289.0|-125.9416027298|-125.9416027298|-125.9416027298
nao realistico|3290.0|-125.9465668491|-125.9465668491|-125.9465668491
nao realistico|3291.0|-125.9515294598|-125.9515294598|-125.9515294598
nao realistico|3292.0|-125.9564905628|-125.9564905628|-125.9564905628
nao realistico|3293.0|-125.961450159|-125.961450159|-125.961450159
nao realistico|3294.0|-125.9664082493|-125.9664082493|-125.9664082493
nao realistico|3295.0|-125.9713648347|-125.9713648347|-125.9713648347
nao realistico|3296.0|-125.976319916|-125.976319916|-125.976319916
nao realistico|3297.0|-125.9812734942|-125.9812734942|-125.9812734942
nao realistico|3298.0|-125.9862255701|-125.9862255701|-125.9862255701
nao realistico|3299.0|-125.9911761448|-125.9911761448|-125.9911761448
nao realistico|3300.0|-125.996125219|-125.996125219|-125.996125219
nao realistico|3301.0|-126.0010727938|-126.0010727938|-126.0010727938
nao realistico|3302.0|-126.00601887|-126.00601887|-126.00601887
nao realistico|3303.0|-126.0109634485|-126.0109634485|-126.0109634485
nao realistico|3304.0|-126.0159065302|-126.0159065302|-126.0159065302
nao realistico|3305.0|-126.0208481161|-126.0208481161|-126.0208481161
nao realistico|3306.0|-126.025788207|-126.025788207|-126.025788207
nao realistico|3307.0|-126.0307268038|-126.0307268038|-126.0307268038
nao realistico|3308.0|-126.0356639075|-126.0356639075|-126.0356639075
nao realistico|3309.0|-126.040599519|-126.040599519|-126.040599519
nao realistico|3310.0|-126.0455336391|-126.0455336391|-126.0455336391
nao realistico|3311.0|-126.0504662688|-126.0504662688|-126.0504662688
nao realistico|3312.0|-126.0553974089|-126.0553974089|-126.0553974089
nao realistico|3313.0|-126.0603270603|-126.0603270603|-126.0603270603
nao realistico|3314.0|-126.0652552241|-126.0652552241|-126.0652552241
nao realistico|3315.0|-126.0701819009|-126.0701819009|-126.0701819009
nao realistico|3316.0|-126.0751070919|-126.0751070919|-126.0751070919
nao realistico|3317.0|-126.0800307977|-126.0800307977|-126.0800307977
nao realistico|3318.0|-126.0849530194|-126.0849530194|-126.0849530194
nao realistico|3319.0|-126.0898737579|-126.0898737579|-126.0898737579
nao realistico|3320.0|-126.0947930139|-126.0947930139|-126.0947930139
nao realistico|3321.0|-126.0997107885|-126.0997107885|-126.0997107885
nao realistico|3322.0|-126.1046270825|-126.1046270825|-126.1046270825
nao realistico|3323.0|-126.1095418968|-126.1095418968|-126.1095418968
nao realistico|3324.0|-126.1144552323|-126.1144552323|-126.1144552323
nao realistico|3325.0|-126.1193670899|-126.1193670899|-126.1193670899
nao realistico|3326.0|-126.1242774704|-126.1242774704|-126.1242774704
nao realistico|3327.0|-126.1291863748|-126.1291863748|-126.1291863748
nao realistico|3328.0|-126.134093804|-126.134093804|-126.134093804
nao realistico|3329.0|-126.1389997588|-126.1389997588|-126.1389997588
nao realistico|3330.0|-126.1439042401|-126.1439042401|-126.1439042401
nao realistico|3331.0|-126.1488072488|-126.1488072488|-126.1488072488
nao realistico|3332.0|-126.1537087858|-126.1537087858|-126.1537087858
nao realistico|3333.0|-126.158608852|-126.158608852|-126.158608852
nao realistico|3334.0|-126.16350744819998|-126.16350744819998|-126.16350744819998
nao realistico|3335.0|-126.1684045754|-126.1684045754|-126.1684045754
nao realistico|3336.0|-126.1733002344|-126.1733002344|-126.1733002344
nao realistico|3337.0|-126.17819442599999|-126.17819442599999|-126.17819442599999
nao realistico|3338.0|-126.1830871513|-126.1830871513|-126.1830871513
nao realistico|3339.0|-126.187978411|-126.187978411|-126.187978411
nao realistico|3340.0|-126.192868206|-126.192868206|-126.192868206
nao realistico|3341.0|-126.1977565373|-126.1977565373|-126.1977565373
nao realistico|3342.0|-126.2026434056|-126.2026434056|-126.2026434056
nao realistico|3343.0|-126.2075288119|-126.2075288119|-126.2075288119
nao realistico|3344.0|-126.212412757|-126.212412757|-126.212412757
nao realistico|3345.0|-126.2172952419|-126.2172952419|-126.2172952419
nao realistico|3346.0|-126.2221762673|-126.2221762673|-126.2221762673
nao realistico|3347.0|-126.2270558342|-126.2270558342|-126.2270558342
nao realistico|3348.0|-126.2319339434|-126.2319339434|-126.2319339434
nao realistico|3349.0|-126.2368105958|-126.2368105958|-126.2368105958
nao realistico|3350.0|-126.2416857922|-126.2416857922|-126.2416857922
nao realistico|3351.0|-126.2465595336|-126.2465595336|-126.2465595336
nao realistico|3352.0|-126.2514318208|-126.2514318208|-126.2514318208
nao realistico|3353.0|-126.2563026547|-126.2563026547|-126.2563026547
nao realistico|3354.0|-126.2611720361|-126.2611720361|-126.2611720361
nao realistico|3355.0|-126.2660399659|-126.2660399659|-126.2660399659
nao realistico|3356.0|-126.270906445|-126.270906445|-126.270906445
nao realistico|3357.0|-126.2757714742|-126.2757714742|-126.2757714742
nao realistico|3358.0|-126.2806350544|-126.2806350544|-126.2806350544
nao realistico|3359.0|-126.2854971865|-126.2854971865|-126.2854971865
nao realistico|3360.0|-126.2903578713|-126.2903578713|-126.2903578713
nao realistico|3361.0|-126.2952171097|-126.2952171097|-126.2952171097
nao realistico|3362.0|-126.3000749025|-126.3000749025|-126.3000749025
nao realistico|3363.0|-126.3049312506|-126.3049312506|-126.3049312506
nao realistico|3364.0|-126.3097861549|-126.3097861549|-126.3097861549
nao realistico|3365.0|-126.31463961619998|-126.31463961619998|-126.31463961619998
nao realistico|3366.0|-126.3194916354|-126.3194916354|-126.3194916354
nao realistico|3367.0|-126.3243422133|-126.3243422133|-126.3243422133
nao realistico|3368.0|-126.3291913508|-126.3291913508|-126.3291913508
nao realistico|3369.0|-126.3340390488|-126.3340390488|-126.3340390488
nao realistico|3370.0|-126.338885308|-126.338885308|-126.338885308
nao realistico|3371.0|-126.3437301294|-126.3437301294|-126.3437301294
nao realistico|3372.0|-126.3485735138|-126.3485735138|-126.3485735138
nao realistico|3373.0|-126.3534154621|-126.3534154621|-126.3534154621
nao realistico|3374.0|-126.3582559751|-126.3582559751|-126.3582559751
nao realistico|3375.0|-126.3630950537|-126.3630950537|-126.3630950537
nao realistico|3376.0|-126.3679326986|-126.3679326986|-126.3679326986
nao realistico|3377.0|-126.3727689109|-126.3727689109|-126.3727689109
nao realistico|3378.0|-126.3776036912|-126.3776036912|-126.3776036912
nao realistico|3379.0|-126.3824370405|-126.3824370405|-126.3824370405
nao realistico|3380.0|-126.3872689596|-126.3872689596|-126.3872689596
nao realistico|3381.0|-126.3920994493|-126.3920994493|-126.3920994493
nao realistico|3382.0|-126.3969285106|-126.3969285106|-126.3969285106
nao realistico|3383.0|-126.4017561441|-126.4017561441|-126.4017561441
nao realistico|3384.0|-126.4065823509|-126.4065823509|-126.4065823509
nao realistico|3385.0|-126.41140713170002|-126.41140713170002|-126.41140713170002
nao realistico|3386.0|-126.4162304873|-126.4162304873|-126.4162304873
nao realistico|3387.0|-126.4210524187|-126.4210524187|-126.4210524187
nao realistico|3388.0|-126.4258729266|-126.4258729266|-126.4258729266
nao realistico|3389.0|-126.430692012|-126.430692012|-126.430692012
nao realistico|3390.0|-126.4355096755|-126.4355096755|-126.4355096755
nao realistico|3391.0|-126.4403259181|-126.4403259181|-126.4403259181
nao realistico|3392.0|-126.4451407406|-126.4451407406|-126.4451407406
nao realistico|3393.0|-126.4499541439|-126.4499541439|-126.4499541439
nao realistico|3394.0|-126.4547661288|-126.4547661288|-126.4547661288
nao realistico|3395.0|-126.45957669599998|-126.45957669599998|-126.45957669599998
nao realistico|3396.0|-126.4643858466|-126.4643858466|-126.4643858466
nao realistico|3397.0|-126.4691935812|-126.4691935812|-126.4691935812
nao realistico|3398.0|-126.4739999007|-126.4739999007|-126.4739999007
nao realistico|3399.0|-126.478804806|-126.478804806|-126.478804806
nao realistico|3400.0|-126.4836082978|-126.4836082978|-126.4836082978
nao realistico|3401.0|-126.4884103771|-126.4884103771|-126.4884103771
nao realistico|3402.0|-126.4932110447|-126.4932110447|-126.4932110447
nao realistico|3403.0|-126.4980103013|-126.4980103013|-126.4980103013
nao realistico|3404.0|-126.5028081478|-126.5028081478|-126.5028081478
nao realistico|3405.0|-126.507604585|-126.507604585|-126.507604585
nao realistico|3406.0|-126.5123996138|-126.5123996138|-126.5123996138
nao realistico|3407.0|-126.517193235|-126.517193235|-126.517193235
nao realistico|3408.0|-126.52198544950001|-126.52198544950001|-126.52198544950001
nao realistico|3409.0|-126.52677625789998|-126.52677625789998|-126.52677625789998
nao realistico|3410.0|-126.5315656612|-126.5315656612|-126.5315656612
nao realistico|3411.0|-126.53635366020002|-126.53635366020002|-126.53635366020002
nao realistico|3412.0|-126.5411402557|-126.5411402557|-126.5411402557
nao realistico|3413.0|-126.5459254486|-126.5459254486|-126.5459254486
nao realistico|3414.0|-126.55070923959998|-126.55070923959998|-126.55070923959998
nao realistico|3415.0|-126.5554916296|-126.5554916296|-126.5554916296
nao realistico|3416.0|-126.5602726194|-126.5602726194|-126.5602726194
nao realistico|3417.0|-126.56505220980002|-126.56505220980002|-126.56505220980002
nao realistico|3418.0|-126.5698304016|-126.5698304016|-126.5698304016
nao realistico|3419.0|-126.5746071957|-126.5746071957|-126.5746071957
nao realistico|3420.0|-126.5793825929|-126.5793825929|-126.5793825929
nao realistico|3421.0|-126.584156594|-126.584156594|-126.584156594
nao realistico|3422.0|-126.5889291997|-126.5889291997|-126.5889291997
nao realistico|3423.0|-126.593700411|-126.593700411|-126.593700411
nao realistico|3424.0|-126.5984702286|-126.5984702286|-126.5984702286
nao realistico|3425.0|-126.6032386534|-126.6032386534|-126.6032386534
nao realistico|3426.0|-126.6080056862|-126.6080056862|-126.6080056862
nao realistico|3427.0|-126.6127713277|-126.6127713277|-126.6127713277
nao realistico|3428.0|-126.6175355788|-126.6175355788|-126.6175355788
nao realistico|3429.0|-126.6222984403|-126.6222984403|-126.6222984403
nao realistico|3430.0|-126.627059913|-126.627059913|-126.627059913
nao realistico|3431.0|-126.6318199977|-126.6318199977|-126.6318199977
nao realistico|3432.0|-126.63657869519999|-126.63657869519999|-126.63657869519999
nao realistico|3433.0|-126.6413360064|-126.6413360064|-126.6413360064
nao realistico|3434.0|-126.646091932|-126.646091932|-126.646091932
nao realistico|3435.0|-126.6508464729|-126.6508464729|-126.6508464729
nao realistico|3436.0|-126.6555996298|-126.6555996298|-126.6555996298
nao realistico|3437.0|-126.6603514036|-126.6603514036|-126.6603514036
nao realistico|3438.0|-126.6651017951|-126.6651017951|-126.6651017951
nao realistico|3439.0|-126.669850805|-126.669850805|-126.669850805
nao realistico|3440.0|-126.6745984342|-126.6745984342|-126.6745984342
nao realistico|3441.0|-126.6793446835|-126.6793446835|-126.6793446835
nao realistico|3442.0|-126.6840895537|-126.6840895537|-126.6840895537
nao realistico|3443.0|-126.6888330455|-126.6888330455|-126.6888330455
nao realistico|3444.0|-126.6935751598|-126.6935751598|-126.6935751598
nao realistico|3445.0|-126.69831589740001|-126.69831589740001|-126.69831589740001
nao realistico|3446.0|-126.7030552591|-126.7030552591|-126.7030552591
nao realistico|3447.0|-126.7077932457|-126.7077932457|-126.7077932457
nao realistico|3448.0|-126.71252985790001|-126.71252985790001|-126.71252985790001
nao realistico|3449.0|-126.7172650966|-126.7172650966|-126.7172650966
nao realistico|3450.0|-126.7219989625|-126.7219989625|-126.7219989625
nao realistico|3451.0|-126.7267314566|-126.7267314566|-126.7267314566
nao realistico|3452.0|-126.7314625795|-126.7314625795|-126.7314625795
nao realistico|3453.0|-126.736192332|-126.736192332|-126.736192332
nao realistico|3454.0|-126.740920715|-126.740920715|-126.740920715
nao realistico|3455.0|-126.7456477292|-126.7456477292|-126.7456477292
nao realistico|3456.0|-126.7503733755|-126.7503733755|-126.7503733755
nao realistico|3457.0|-126.7550976546|-126.7550976546|-126.7550976546
nao realistico|3458.0|-126.7598205673|-126.7598205673|-126.7598205673
nao realistico|3459.0|-126.7645421144|-126.7645421144|-126.7645421144
nao realistico|3460.0|-126.7692622967|-126.7692622967|-126.7692622967
nao realistico|3461.0|-126.773981115|-126.773981115|-126.773981115
nao realistico|3462.0|-126.77869857|-126.77869857|-126.77869857
nao realistico|3463.0|-126.7834146627|-126.7834146627|-126.7834146627
nao realistico|3464.0|-126.7881293936|-126.7881293936|-126.7881293936
nao realistico|3465.0|-126.7928427637|-126.7928427637|-126.7928427637
nao realistico|3466.0|-126.7975547737|-126.7975547737|-126.7975547737
nao realistico|3467.0|-126.8022654244|-126.8022654244|-126.8022654244
nao realistico|3468.0|-126.8069747166|-126.8069747166|-126.8069747166
nao realistico|3469.0|-126.8116826511|-126.8116826511|-126.8116826511
nao realistico|3470.0|-126.8163892286|-126.8163892286|-126.8163892286
nao realistico|3471.0|-126.8210944499|-126.8210944499|-126.8210944499
nao realistico|3472.0|-126.8257983159|-126.8257983159|-126.8257983159
nao realistico|3473.0|-126.8305008272|-126.8305008272|-126.8305008272
nao realistico|3474.0|-126.8352019848|-126.8352019848|-126.8352019848
nao realistico|3475.0|-126.8399017893|-126.8399017893|-126.8399017893
nao realistico|3476.0|-126.8446002415|-126.8446002415|-126.8446002415
nao realistico|3477.0|-126.8492973422|-126.8492973422|-126.8492973422
nao realistico|3478.0|-126.8539930922|-126.8539930922|-126.8539930922
nao realistico|3479.0|-126.8586874923|-126.8586874923|-126.8586874923
nao realistico|3480.0|-126.8633805432|-126.8633805432|-126.8633805432
nao realistico|3481.0|-126.8680722458|-126.8680722458|-126.8680722458
nao realistico|3482.0|-126.8727626007|-126.8727626007|-126.8727626007
nao realistico|3483.0|-126.8774516088|-126.8774516088|-126.8774516088
nao realistico|3484.0|-126.8821392708|-126.8821392708|-126.8821392708
nao realistico|3485.0|-126.8868255876|-126.8868255876|-126.8868255876
nao realistico|3486.0|-126.8915105598|-126.8915105598|-126.8915105598
nao realistico|3487.0|-126.89619418830002|-126.89619418830002|-126.89619418830002
nao realistico|3488.0|-126.9008764738|-126.9008764738|-126.9008764738
nao realistico|3489.0|-126.9055574171|-126.9055574171|-126.9055574171
nao realistico|3490.0|-126.9102370189|-126.9102370189|-126.9102370189
nao realistico|3491.0|-126.9149152801|-126.9149152801|-126.9149152801
nao realistico|3492.0|-126.9195922014|-126.9195922014|-126.9195922014
nao realistico|3493.0|-126.9242677836|-126.9242677836|-126.9242677836
nao realistico|3494.0|-126.9289420274|-126.9289420274|-126.9289420274
nao realistico|3495.0|-126.9336149336|-126.9336149336|-126.9336149336
nao realistico|3496.0|-126.938286503|-126.938286503|-126.938286503
nao realistico|3497.0|-126.9429567362|-126.9429567362|-126.9429567362
nao realistico|3498.0|-126.9476256342|-126.9476256342|-126.9476256342
nao realistico|3499.0|-126.9522931977|-126.9522931977|-126.9522931977
nao realistico|3500.0|-126.9569594273|-126.9569594273|-126.9569594273
nao realistico|3501.0|-126.961624324|-126.961624324|-126.961624324
nao realistico|3502.0|-126.9662878884|-126.9662878884|-126.9662878884
nao realistico|3503.0|-126.97095012129999|-126.97095012129999|-126.97095012129999
nao realistico|3504.0|-126.9756110234|-126.9756110234|-126.9756110234
nao realistico|3505.0|-126.9802705956|-126.9802705956|-126.9802705956
nao realistico|3506.0|-126.9849288386|-126.9849288386|-126.9849288386
nao realistico|3507.0|-126.9895857531|-126.9895857531|-126.9895857531
nao realistico|3508.0|-126.9942413399|-126.9942413399|-126.9942413399
nao realistico|3509.0|-126.99889559979998|-126.99889559979998|-126.99889559979998
nao realistico|3510.0|-127.0035485334|-127.0035485334|-127.0035485334
nao realistico|3511.0|-127.0082001417|-127.0082001417|-127.0082001417
nao realistico|3512.0|-127.0128504252|-127.0128504252|-127.0128504252
nao realistico|3513.0|-127.0174993849|-127.0174993849|-127.0174993849
nao realistico|3514.0|-127.0221470213|-127.0221470213|-127.0221470213
nao realistico|3515.0|-127.0267933354|-127.0267933354|-127.0267933354
nao realistico|3516.0|-127.0314383278|-127.0314383278|-127.0314383278
nao realistico|3517.0|-127.0360819992|-127.0360819992|-127.0360819992
nao realistico|3518.0|-127.04072435049999|-127.04072435049999|-127.04072435049999
nao realistico|3519.0|-127.0453653824|-127.0453653824|-127.0453653824
