Categoria|Distância(m)|PDR médio da aplicação(%)|PDR mínimo da aplicação(%)|PDR máximo da aplicação(%)|PDR médio da interface(%)|PDR mínimo da interface(%)|PDR máximo da interface(%)|RSSI médio(dBm)|RSSI mínimo(dBm)|RSSI máximo(dBm)|Atraso médio da aplicação(s)|Atraso mínimo da aplicação(s)|Atraso máximo da aplicação(s)|Atraso médio da interface(s)|Atraso mínimo da interface(s)|Atraso máximo da interface(s)
sem sombreamento e sem obstáculo|1647.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.00090639302253|-126.5740140831844|-125.42779870286067|3.261509015919874|3.261509015919874|3.261509015919874|0.08730149399900042|0.08730149399900042|0.08730149399900042
sem sombreamento e sem obstáculo|1648.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.6548171169643|-126.23635286139128|-125.07328137253731|3.3331340329302477|3.3331340329302477|3.3331340329302477|0.08730149700009412|0.08730149700009412|0.08730149700009412
sem sombreamento e sem obstáculo|1649.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.66165154029811|-126.24318728472679|-125.08011579586943|3.449390035691904|3.449390035691904|3.449390035691904|0.08730150100376889|0.08730150100376889|0.08730150100376889
sem sombreamento e sem obstáculo|1650.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.0211125191088|-126.59422020926999|-125.4480048289476|3.363877022720408|3.363877022720408|3.363877022720408|0.08730150400044616|0.08730150400044616|0.08730150400044616
sem sombreamento e sem obstáculo|1651.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.6753079637181|-126.25684370814677|-125.09377221928942|3.2984780398278963|3.2984780398278963|3.2984780398278963|0.08730150699831438|0.08730150699831438|0.08730150699831438
sem sombreamento e sem obstáculo|1652.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.6821299738323|-126.26366571825791|-125.1005942294067|3.414734042591881|3.414734042591881|3.414734042591881|0.08730151100198914|0.08730151100198914|0.08730151100198914
sem sombreamento e sem obstáculo|1653.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.6889478562285|-126.27048360065399|-125.107412111803|3.470990044659702|3.470990044659702|3.470990044659702|0.08730151400010547|0.08730151400010547|0.08730151400010547
sem sombreamento e sem obstáculo|1654.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.04799695480227|-126.62110464496084|-125.4748892646437|3.2590770315600093|3.2590770315600093|3.2590770315600093|0.08730151699958645|0.08730151699958645|0.08730151699958645
sem sombreamento e sem obstáculo|1655.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.7025712578148|-126.28410700224273|-125.12103551338686|3.3200780494883655|3.3200780494883655|3.3200780494883655|0.0873015209985222|0.0873015209985222|0.0873015209985222
sem sombreamento e sem obstáculo|1656.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.7093767869754|-126.29091253140159|-125.1278410425492|3.496334051560843|3.496334051560843|3.496334051560843|0.08730152400001291|0.08730152400001291|0.08730152400001291
sem sombreamento e sem obstáculo|1657.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.71617820830839|-126.29771395273666|-125.13464246388013|3.312590053632157|3.312590053632157|3.312590053632157|0.08730152700319076|0.08730152700319076|0.08730152700319076
sem sombreamento e sem obstáculo|1658.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.07481646119894|-126.64792415135811|-125.50170877103976|3.334277041078313|3.334277041078313|3.334277041078313|0.0873015309968169|0.0873015309968169|0.0873015309968169
sem sombreamento e sem obstáculo|1659.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.7297687473935|-126.31130449181875|-125.14823300296827|3.401678058459656|3.401678058459656|3.401678058459656|0.08730153399992033|0.08730153399992033|0.08730153399992033
sem sombreamento e sem obstáculo|1660.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.7365578750034|-126.31809361942959|-125.15502213057721|3.397934060529806|3.397934060529806|3.397934060529806|0.08730153699972383|0.08730153699972383|0.08730153699972383
sem sombreamento e sem obstáculo|1661.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.7433429145772|-126.32487865900404|-125.16180717015035|3.274190063290298|3.274190063290298|3.274190063290298|0.08730154100002424|0.08730154100002424|0.08730154100002424
sem sombreamento e sem obstáculo|1662.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.1015713511668|-126.67467904132434|-125.52846366100925|3.4094770499202425|3.4094770499202425|3.4094770499202425|0.08730154400109313|0.08730154400109313|0.08730154400109313
sem sombreamento e sem obstáculo|1663.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.75690074927459|-126.33843649370009|-125.1753650048491|3.483278067430947|3.483278067430947|3.483278067430947|0.08730154700131844|0.08730154700131844|0.08730154700131844
sem sombreamento e sem obstáculo|1664.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.76367355422609|-126.34520929865477|-125.18213780979741|3.2995340701914393|3.2995340701914393|3.2995340701914393|0.08730155100330603|0.08730155100330603|0.08730155100330603
sem sombreamento e sem obstáculo|1665.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.12159530102346|-126.69470299118261|-125.54848761086431|3.3318450567196125|3.3318450567196125|3.3318450567196125|0.08730155399911489|0.08730155399911489|0.08730155399911489
sem sombreamento e sem obstáculo|1666.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.7772069637423|-126.35874270816791|-125.1956712193167|3.44862207432976|3.44862207432976|3.44862207432976|0.08730155699953869|0.08730155699953869|0.08730155699953869
sem sombreamento e sem obstáculo|1667.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.78396757809121|-126.3655033225154|-125.20243183366702|3.3848780770914164|3.3848780770914164|3.3848780770914164|0.08730156100152628|0.08730156100152628|0.08730156100152628
sem sombreamento e sem obstáculo|1668.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.7907241386372|-126.37225988306473|-125.20918839420968|3.3211340791592376|3.3211340791592376|3.3211340791592376|0.0873015639996426|0.0873015639996426|0.0873015639996426
sem sombreamento e sem obstáculo|1669.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.14823785824174|-126.72134554840187|-125.57513016808161|3.4070450655627065|3.4070450655627065|3.4070450655627065|0.08730156700339113|0.08730156700339113|0.08730156700339113
sem sombreamento e sem obstáculo|1670.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.8042251178222|-126.38576086224973|-125.22268937339467|3.470222083990229|3.470222083990229|3.470222083990229|0.08730157099805934|0.08730157099805934|0.08730157099805934
sem sombreamento e sem obstáculo|1671.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.8109695461396|-126.39250529056639|-125.22943380171282|3.226478086060378|3.226478086060378|3.226478086060378|0.08730157400123721|0.08730157400123721|0.08730157400123721
sem sombreamento e sem obstáculo|1672.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.81770994004081|-126.39924568446875|-125.23617419561288|3.4027340881282|3.4027340881282|3.4027340881282|0.08730157699766636|0.08730157699766636|0.08730157699766636
sem sombreamento e sem obstáculo|1673.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.17481664779135|-126.74792433794954|-125.60170895763315|3.4822450750798453|3.4822450750798453|3.4822450750798453|0.08730158100062159|0.08730158100062159|0.08730158100062159
sem sombreamento e sem obstáculo|1674.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.83117864392379|-126.41271438835173|-125.24964289949585|3.3118220929603557|3.3118220929603557|3.3118220929603557|0.08730158400114464|0.08730158400114464|0.08730158400114464
sem sombreamento e sem obstáculo|1675.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.83790696352649|-126.41944270795199|-125.256371219101|3.3080780950270126|3.3080780950270126|3.3080780950270126|0.08730158699588661|0.08730158699588661|0.08730158699588661
sem sombreamento e sem obstáculo|1676.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.84463126796399|-126.42616701239153|-125.26309552353645|3.424334097785177|3.424334097785177|3.424334097785177|0.08730159099281266|0.08730159099281266|0.08730159099281266
sem sombreamento e sem obstáculo|1677.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.2013319741672|-126.77443966432693|-125.62822428400747|3.4374450839206117|3.4374450839206117|3.4374450839206117|0.08730159400147386|0.08730159400147386|0.08730159400147386
sem sombreamento e sem obstáculo|1678.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.858067850484|-126.43960359491155|-125.27653210605646|3.273422101928154|3.273422101928154|3.273422101928154|0.08730159699748122|0.08730159699748122|0.08730159699748122
sem sombreamento e sem obstáculo|1679.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.8647801381276|-126.44631588255439|-125.28324439370081|3.389678104688646|3.389678104688646|3.389678104688646|0.08730160099609445|0.08730160099609445|0.08730160099609445
sem sombreamento e sem obstáculo|1680.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.22117700318546|-126.79428469334546|-125.64806931302546|3.479813090719981|3.479813090719981|3.479813090719981|0.08730160399949562|0.08730160399949562|0.08730160399949562
sem sombreamento e sem obstáculo|1681.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.8781927299778|-126.45972847440574|-125.29665698554986|3.2387661088304593|3.2387661088304593|3.2387661088304593|0.087301607000763|0.087301607000763|0.087301607000763
sem sombreamento e sem obstáculo|1682.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.8848930436972|-126.46642878812473|-125.30335729926968|3.3550221115862953|3.3550221115862953|3.3550221115862953|0.08730161099431469|0.08730161099431469|0.08730161099431469
sem sombreamento e sem obstáculo|1683.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.8915893756037|-126.4731251200309|-125.3100536311765|3.471278113659937|3.471278113659937|3.471278113659937|0.08730161400086692|0.08730161400086692|0.08730161400086692
sem sombreamento e sem obstáculo|1684.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.2475819951912|-126.82068968535093|-125.67447430503147|3.3750130995584184|3.3750130995584184|3.3750130995584184|0.0873016169986359|0.0873016169986359|0.0873016169986359
sem sombreamento e sem obstáculo|1685.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.90497011285409|-126.48650585728276|-125.32343436842541|3.260366118492093|3.260366118492093|3.260366118492093|0.08730162100265801|0.08730162100265801|0.08730162100265801
sem sombreamento e sem obstáculo|1686.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.9116545276234|-126.49319027205166|-125.33011878319513|3.376622120559914|3.376622120559914|3.376622120559914|0.08730162400077436|0.08730162400077436|0.08730162400077436
sem sombreamento e sem obstáculo|1687.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.9183349794651|-126.49987072389378|-125.33679923503642|3.492878122630064|3.492878122630064|3.492878122630064|0.08730162700057785|0.08730162700057785|0.08730162700057785
sem sombreamento e sem obstáculo|1688.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.27392435023226|-126.84703204039313|-125.7008166600714|3.270213109081378|3.270213109081378|3.270213109081378|0.08730163100100231|0.08730163100100231|0.08730163100100231
sem sombreamento e sem obstáculo|1689.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.9316840130394|-126.51321975746559|-125.35014826861321|3.341966127458727|3.341966127458727|3.341966127458727|0.08730163399730742|0.08730163399730742|0.08730163399730742
sem sombreamento e sem obstáculo|1690.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.93835260415139|-126.51988834857758|-125.3568168597252|3.4582221295346973|3.4582221295346973|3.4582221295346973|0.08730163700723399|0.08730163700723399|0.08730163700723399
sem sombreamento e sem obstáculo|1691.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.2936401894392|-126.86674787959893|-125.72053249927947|3.3725811158830767|3.3725811158830767|3.3725811158830767|0.08730164100416005|0.08730164100416005|0.08730164100416005
sem sombreamento e sem obstáculo|1692.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.95167795837469|-126.53321370280275|-125.37014221394662|3.3073101343598683|3.3073101343598683|3.3073101343598683|0.08730164399890201|0.08730164399890201|0.08730164399890201
sem sombreamento e sem obstáculo|1693.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.95833473081021|-126.53987047523773|-125.37679898638268|3.423566136431182|3.423566136431182|3.423566136431182|0.08730164700207989|0.08730164700207989|0.08730164700207989
sem sombreamento e sem obstáculo|1694.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.9649875730011|-126.54652331742977|-125.38345182857242|3.4798221391905098|3.4798221391905098|3.4798221391905098|0.08730165100069312|0.08730165100069312|0.08730165100069312
sem sombreamento e sem obstáculo|1695.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.31987364187506|-126.89298133203606|-125.74676595171407|3.26778112472035|3.26778112472035|3.26778112472035|0.08730165400158833|0.08730165400158833|0.08730165400158833
sem sombreamento e sem obstáculo|1696.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.9782814851296|-126.55981722955639|-125.39674574070281|3.3289101433288306|3.3289101433288306|3.3289101433288306|0.08730165699861296|0.08730165699861296|0.08730165699861296
sem sombreamento e sem obstáculo|1697.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.98492256434311|-126.56645830877179|-125.40338681991443|3.505166146089323|3.505166146089323|3.505166146089323|0.08730166099891337|0.08730166099891337|0.08730166099891337
sem sombreamento e sem obstáculo|1698.0|69.0|69.0|69.0|100.0|100.0|100.0|-125.99155973177871|-126.57309547620677|-125.41002398735064|3.3214221481594723|3.3214221481594723|3.3214221481594723|0.08730166399871687|0.08730166399871687|0.08730166399871687
sem sombreamento e sem obstáculo|1699.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.34604526757533|-126.91915295773354|-125.77293757741712|3.3429811335599515|3.3429811335599515|3.3429811335599515|0.08730166700072862|0.08730166700072862|0.08730166700072862
sem sombreamento e sem obstáculo|1700.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.00482234983811|-126.58635809426706|-125.42328660540916|3.4105101529892994|3.4105101529892994|3.4105101529892994|0.08730167099882079|0.08730167099882079|0.08730167099882079
sem sombreamento e sem obstáculo|1701.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0114478096412|-126.59298355406538|-125.42991206521701|3.4067661550606134|3.4067661550606134|3.4067661550606134|0.08730167400031148|0.08730167400031148|0.08730167400031148
sem sombreamento e sem obstáculo|1702.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0180693760388|-126.59960512046673|-125.43653363161086|3.2830221571272706|3.2830221571272706|3.2830221571272706|0.08730167699505345|0.08730167699505345|0.08730167699505345
sem sombreamento e sem obstáculo|1703.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.37215535720826|-126.94526304736912|-125.79904766704739|3.4181811430770903|3.4181811430770903|3.4181811430770903|0.08730168099624708|0.08730168099624708|0.08730168099624708
sem sombreamento e sem obstáculo|1704.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.031300847006|-126.61283659143353|-125.44976510257845|3.4921101619605905|3.4921101619605905|3.4921101619605905|0.08730168400021891|0.08730168400021891|0.08730168400021891
sem sombreamento e sem obstáculo|1705.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0032795013603|-126.4187016361576|-125.58785736656299|3.2483661640284116|3.2483661640284116|3.2483661640284116|0.08730168699833524|0.08730168699833524|0.08730168699833524
sem sombreamento e sem obstáculo|1706.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.35756835815907|-126.76696988230576|-125.94816683401238|3.340549149879953|3.340549149879953|3.340549149879953|0.0873016909994048|0.0873016909994048|0.0873016909994048
sem sombreamento e sem obstáculo|1707.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0164877078229|-126.43190984262128|-125.60106557302453|3.4574541688605676|3.4574541688605676|3.4574541688605676|0.0873016940018135|0.0873016940018135|0.0873016940018135
sem sombreamento e sem obstáculo|1708.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0230860096906|-126.4385081444892|-125.607663874892|3.3337101709283887|3.3337101709283887|3.3337101709283887|0.08730169699824267|0.08730169699824267|0.08730169699824267
sem sombreamento e sem obstáculo|1709.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.02968045002159|-126.44510258482019|-125.61425831522298|3.3299661736912096|3.3299661736912096|3.3299661736912096|0.08730170100191743|0.08730170100191743|0.08730170100191743
sem sombreamento e sem obstáculo|1710.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.38357145313533|-126.792972977284|-125.97416992898667|3.4157491587195548|3.4157491587195548|3.4157491587195548|0.08730170399854507|0.08730170399854507|0.08730170399854507
sem sombreamento e sem obstáculo|1711.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0428577641216|-126.45827989891924|-125.62743562932397|3.4190541778330226|3.4190541778330226|3.4190541778330226|0.08730170700489882|0.08730170700489882|0.08730170700489882
sem sombreamento e sem obstáculo|1712.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0494406468997|-126.46486278169772|-125.63401851210168|3.235310180590022|3.235310180590022|3.235310180590022|0.08730171100013769|0.08730171100013769|0.08730171100013769
sem sombreamento e sem obstáculo|1713.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0560196861593|-126.47144182095748|-125.64059755136113|3.411566182660172|3.411566182660172|3.411566182660172|0.08730171399994119|0.08730171399994119|0.08730171399994119
sem sombreamento e sem obstáculo|1714.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.40951380107774|-126.81891532522651|-126.00011227692896|3.4909491675614843|3.4909491675614843|3.4909491675614843|0.08730171700110935|0.08730171700110935|0.08730171700110935
sem sombreamento e sem obstáculo|1715.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.06916625205841|-126.48458838685538|-125.65374411726144|3.2606541874876713|3.2606541874876713|3.2606541874876713|0.08730172099667075|0.08730172099667075|0.08730172099667075
sem sombreamento e sem obstáculo|1716.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0757337876357|-126.4911559224316|-125.6603116528398|3.3169101895589845|3.3169101895589845|3.3169101895589845|0.08730172399816144|0.08730172399816144|0.08730172399816144
sem sombreamento e sem obstáculo|1717.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0822974975839|-126.49771963238227|-125.66687536278552|3.43316619162797|3.43316619162797|3.43316619162797|0.08730172699796494|0.08730172699796494|0.08730172699796494
sem sombreamento e sem obstáculo|1718.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.4353956851156|-126.84479720926367|-126.02599416096751|3.4461491770797874|3.4461491770797874|3.4461491770797874|0.0873017310000518|0.0873017310000518|0.0873017310000518
sem sombreamento e sem obstáculo|1719.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.0954134584226|-126.51083559322024|-125.67999132362496|3.282254196460126|3.282254196460126|3.282254196460126|0.08730173399975603|0.08730173399975603|0.08730173399975603
sem sombreamento e sem obstáculo|1720.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.1019657181888|-126.51738785298812|-125.68654358338947|3.3985101985302753|3.3985101985302753|3.3985101985302753|0.08730173700124673|0.08730173700124673|0.08730173700124673
sem sombreamento e sem obstáculo|1721.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.454767587934|-126.86416911208212|-126.04536606378588|3.488517183881486|3.488517183881486|3.488517183881486|0.0873017410032095|0.0873017410032095|0.0873017410032095
sem sombreamento e sem obstáculo|1722.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.1150588185846|-126.53048095338232|-125.69963668378688|3.247598203358939|3.247598203358939|3.247598203358939|0.08730174399797629|0.08730174399797629|0.08730174399797629
sem sombreamento e sem obstáculo|1723.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.12159966804161|-126.53702180284021|-125.70617753324301|3.3638542054279243|3.3638542054279243|3.3638542054279243|0.08730174699609262|0.08730174699609262|0.08730174699609262
sem sombreamento e sem obstáculo|1724.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.1281367229034|-126.54355885770038|-125.71271458810644|3.4801102081872517|3.4801102081872517|3.4801102081872517|0.08730175099639302|0.08730175099639302|0.08730175099639302
sem sombreamento e sem obstáculo|1725.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.48054433554213|-126.88994585969239|-126.07114281139188|3.3837171927210874|3.3837171927210874|3.3837171927210874|0.08730175400063779|0.08730175400063779|0.08730175400063779
sem sombreamento e sem obstáculo|1726.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.1411994663536|-126.5566216011522|-125.725777331555|3.2691982130205726|3.2691982130205726|3.2691982130205726|0.0873017579998713|0.0873017579998713|0.0873017579998713
sem sombreamento e sem obstáculo|1727.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.14772516375099|-126.56314729854752|-125.73230302895446|3.385454215090722|3.385454215090722|3.385454215090722|0.087301761001362|0.087301761001362|0.087301761001362
sem sombreamento e sem obstáculo|1728.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.15424708407919|-126.56966921887769|-125.73882494928068|3.501710217160871|3.501710217160871|3.501710217160871|0.0873017640011655|0.0873017640011655|0.0873017640011655
sem sombreamento e sem obstáculo|1729.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.50626138778627|-126.9156629119352|-126.09685986363733|3.2789172022393904|3.2789172022393904|3.2789172022393904|0.08730176799958024|0.08730176799958024|0.08730176799958024
sem sombreamento e sem obstáculo|1730.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.16727961105171|-126.58270174584761|-125.75185747625581|3.350798221989535|3.350798221989535|3.350798221989535|0.08730177100126942|0.08730177100126942|0.08730177100126942
sem sombreamento e sem obstáculo|1731.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.1737902263969|-126.58921236119528|-125.75836809159853|3.467054224059684|3.467054224059684|3.467054224059684|0.08730177399938575|0.08730177399938575|0.08730177399938575
sem sombreamento e sem obstáculo|1732.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.5255101678916|-126.93491169203968|-126.11610864374352|3.321285209039924|3.321285209039924|3.321285209039924|0.08730177799931399|0.08730177799931399|0.08730177799931399
sem sombreamento e sem obstáculo|1733.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.1868001825655|-126.60222231736341|-125.7713780477676|3.3161422288918403|3.3161422288918403|3.3161422288918403|0.08730178100286402|0.08730178100286402|0.08730178100286402
sem sombreamento e sem obstáculo|1734.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.19329953205761|-126.60872166685621|-125.777877397259|3.4323982309608256|3.4323982309608256|3.4323982309608256|0.08730178400098036|0.08730178400098036|0.08730178400098036
sem sombreamento e sem obstáculo|1735.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.1997951349187|-126.61521726971672|-125.78437300012068|3.4286542337201538|3.4286542337201538|3.4286542337201538|0.08730178799959358|0.08730178799959358|0.08730178799959358
sem sombreamento e sem obstáculo|1736.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.55112341583279|-126.96052493998053|-126.14172189168505|3.276485217878362|3.276485217878362|3.276485217878362|0.08730179099674228|0.08730179099674228|0.08730179099674228
sem sombreamento e sem obstáculo|1737.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.2127751180163|-126.62819725281447|-125.79735298321812|3.337742237859638|3.337742237859638|3.337742237859638|0.0873017939992006|0.0873017939992006|0.0873017939992006
sem sombreamento e sem obstáculo|1738.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.21925950686631|-126.63468164166449|-125.80383737206813|3.513998240620131|3.513998240620131|3.513998240620131|0.08730179799950101|0.08730179799950101|0.08730179799950101
sem sombreamento e sem obstáculo|1739.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.2257401663123|-126.64116230110962|-125.810318031515|3.2702542426867875|3.2702542426867875|3.2702542426867875|0.08730180099761735|0.08730180099761735|0.08730180099761735
sem sombreamento e sem obstáculo|1740.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.57667772236228|-126.9860792465112|-126.16727619821336|3.351685226720292|3.351685226720292|3.351685226720292|0.08730180400101852|0.08730180400101852|0.08730180400101852
sem sombreamento e sem obstáculo|1741.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.2386903141135|-126.6541124489114|-125.82326817931559|3.419342247520108|3.419342247520108|3.419342247520108|0.08730180799940844|0.08730180799940844|0.08730180799940844
sem sombreamento e sem obstáculo|1742.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.2451598110316|-126.6605819458302|-125.829737676233|3.3555982495914214|3.3555982495914214|3.3555982495914214|0.08730181100258631|0.08730181100258631|0.08730181100258631
sem sombreamento e sem obstáculo|1743.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.2516255956554|-126.66704773045237|-125.83620346085843|3.2918542516592426|3.2918542516592426|3.2918542516592426|0.08730181399901546|0.08730181399901546|0.08730181399901546
sem sombreamento e sem obstáculo|1744.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.60217335813132|-127.01157488227999|-126.19277183398266|3.4268852362397593|3.4268852362397593|3.4268852362397593|0.08730181799996097|0.08730181799996097|0.08730181799996097
sem sombreamento e sem obstáculo|1745.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.2645460450033|-126.67996817980061|-125.84912391020599|3.500942256490234|3.500942256490234|3.500942256490234|0.08730182099911937|0.08730182099911937|0.08730182099911937
sem sombreamento e sem obstáculo|1746.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.2710007182374|-126.68642285303437|-125.85557858344043|3.2571982585603836|3.2571982585603836|3.2571982585603836|0.08730182400061007|0.08730182400061007|0.08730182400061007
sem sombreamento e sem obstáculo|1747.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.62125674402627|-127.0306582681752|-126.21185521987734|3.3492532430402933|3.3492532430402933|3.3492532430402933|0.08730182799969471|0.08730182799969471|0.08730182799969471
sem sombreamento e sem obstáculo|1748.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.2838989829744|-126.69932111777138|-125.86847684817744|3.466286263389047|3.466286263389047|3.466286263389047|0.08730183099733962|0.08730183099733962|0.08730183099733962
sem sombreamento e sem obstáculo|1749.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.2903425829298|-126.70576471772912|-125.87492044813047|3.3425422654603607|3.3425422654603607|3.3425422654603607|0.08730183400051748|0.08730183400051748|0.08730183400051748
sem sombreamento e sem obstáculo|1750.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.2967825002402|-126.7122046350387|-125.8813603654417|3.3387982682208532|3.3387982682208532|3.3387982682208532|0.08730183800250507|0.08730183800250507|0.08730183800250507
sem sombreamento e sem obstáculo|1751.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.6466503515844|-127.05605187573478|-126.23724882743402|3.4244532518810593|3.4244532518810593|3.4244532518810593|0.08730184100225896|0.08730184100225896|0.08730184100225896
sem sombreamento e sem obstáculo|1752.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.3096513037344|-126.72507343853137|-125.89422916893743|3.427886272359174|3.427886272359174|3.427886272359174|0.08730184399873774|0.08730184399873774|0.08730184399873774
sem sombreamento e sem obstáculo|1753.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.3160801983017|-126.73150233309761|-125.9006580635058|3.244142275119666|3.244142275119666|3.244142275119666|0.08730184799735095|0.08730184799735095|0.08730184799735095
sem sombreamento e sem obstáculo|1754.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.32250542699559|-126.7379275617942|-125.90708329219699|3.4203982771956363|3.4203982771956363|3.4203982771956363|0.08730185100727755|0.08730185100727755|0.08730185100727755
sem sombreamento e sem obstáculo|1755.0|68.0|68.0|68.0|100.0|100.0|100.0|-126.67198602308359|-127.08138754723167|-126.26258449893551|3.4996532607194966|3.4996532607194966|3.4996532607194966|0.08730185399968725|0.08730185399968725|0.08730185399968725
sem sombreamento e sem obstáculo|1756.0|69.0|69.0|69.0|100.0|100.0|100.0|-126.3353449035026|-126.75076703830024|-125.91992276870496|3.2694862820208073|3.2694862820208073|3.2694862820208073|0.08730185800231993|0.08730185800231993|0.08730185800231993
