Categoria|Distância(m)|PDR médio da aplicação(%)|PDR mínimo da aplicação(%)|PDR máximo da aplicação(%)|PDR médio da interface(%)|PDR mínimo da interface(%)|PDR máximo da interface(%)|RSSI médio(dBm)|RSSI mínimo(dBm)|RSSI máximo(dBm)|Atraso médio da aplicação(s)|Atraso mínimo da aplicação(s)|Atraso máximo da aplicação(s)|Atraso médio da interface(s)|Atraso mínimo da interface(s)|Atraso máximo da interface(s)
sem sombreamento e sem obstáculo|2573.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0244838134357|-131.5369423162611|-130.51202531061028|3.420784162266646|3.420784162266646|3.420784162266646|0.08730458299818354|0.08730458299818354|0.08730458299818354
sem sombreamento e sem obstáculo|2574.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0288619025012|-131.5413204053273|-130.5164033996751|3.4170401643379593|3.4170401643379593|3.4170401643379593|0.0873045859946127|0.0873045859946127|0.0873045859946127
sem sombreamento e sem obstáculo|2575.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.30811889557535|-131.81315046357855|-130.80308732757214|3.313735120522324|3.313735120522324|3.313735120522324|0.08730458900305059|0.08730458900305059|0.08730458900305059
sem sombreamento e sem obstáculo|2576.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.03761298055932|-131.5500714833849|-130.52515447773374|3.3861281691677863|3.3861281691677863|3.3861281691677863|0.0873045929964038|0.0873045929964038|0.0873045929964038
sem sombreamento e sem obstáculo|2577.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0419859721923|-131.55444447501768|-130.5295274693669|3.5023841712414288|3.5023841712414288|3.5023841712414288|0.08730459599958165|0.08730459599958165|0.08730459599958165
sem sombreamento e sem obstáculo|2578.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.32104774171572|-131.82607930971824|-130.8160161737132|3.2361031273170373|3.2361031273170373|3.2361031273170373|0.08730459899764836|0.08730459899764836|0.08730459899764836
sem sombreamento e sem obstáculo|2579.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0507268672649|-131.56318537009227|-130.53826836443753|3.351472176073585|3.351472176073585|3.351472176073585|0.08730460300474711|0.08730460300474711|0.08730460300474711
sem sombreamento e sem obstáculo|2580.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0550947733403|-131.5675532761644|-130.5426362705162|3.467728178140242|3.467728178140242|3.467728178140242|0.08730460600117626|0.08730460600117626|0.08730460600117626
sem sombreamento e sem obstáculo|2581.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0594609868457|-131.57191948967332|-130.54700248401807|3.343984180209227|3.343984180209227|3.343984180209227|0.08730460900097978|0.08730460900097978|0.08730460900097978
sem sombreamento e sem obstáculo|2582.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.33826282056359|-131.84329438856562|-130.83323125256155|3.311303136839997|3.311303136839997|3.311303136839997|0.0873046129983028|0.0873046129983028|0.0873046129983028
sem sombreamento e sem obstáculo|2583.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0681883414181|-131.58064684424633|-130.55572983858988|3.373072185039055|3.373072185039055|3.373072185039055|0.08730461599939651|0.08730461599939651|0.08730461599939651
sem sombreamento e sem obstáculo|2584.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0725494851025|-131.58500798792912|-130.5600909822759|3.4293281871103676|3.4293281871103676|3.4293281871103676|0.08730461899920003|0.08730461899920003|0.08730461899920003
sem sombreamento e sem obstáculo|2585.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.82014459705|-131.30647066156354|-130.33381853253644|3.305584189868532|3.305584189868532|3.305584189868532|0.08730462299781325|0.08730462299781325|0.08730462299781325
sem sombreamento e sem obstáculo|2586.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.10240813017575|-131.58168599085624|-130.62313026949525|3.386503145680763|3.386503145680763|3.386503145680763|0.08730462599915507|0.08730462599915507|0.08730462599915507
sem sombreamento e sem obstáculo|2587.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8288584530006|-131.31518451751143|-130.3425323884898|3.4546721940068528|3.4546721940068528|3.4546721940068528|0.08730462899742027|0.08730462899742027|0.08730462899742027
sem sombreamento e sem obstáculo|2588.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8332128552033|-131.3195389197156|-130.346886790691|3.2709281967696735|3.2709281967696735|3.2709281967696735|0.08730463299940786|0.08730463299940786|0.08730463299940786
sem sombreamento e sem obstáculo|2589.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8375655752872|-131.32389163979778|-130.3512395107766|3.327184198840987|3.327184198840987|3.327184198840987|0.08730463600258573|0.08730463600258573|0.08730463600258573
sem sombreamento e sem obstáculo|2590.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.11956999695187|-131.59884785762802|-130.64029213627572|3.4617031545215284|3.4617031545215284|3.4617031545215284|0.08730463900343131|0.08730463900343131|0.08730463900343131
sem sombreamento e sem obstáculo|2591.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8462659743081|-131.33259203882213|-130.35993990979406|3.4162722036684863|3.4162722036684863|3.4162722036684863|0.0873046429976281|0.0873046429976281|0.0873046429976281
sem sombreamento e sem obstáculo|2592.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8506136558349|-131.33693972034607|-130.36428759132374|3.2925282057397998|3.2925282057397998|3.2925282057397998|0.08730464599743161|0.08730464599743161|0.08730464599743161
sem sombreamento e sem obstáculo|2593.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.13242401318587|-131.611701873864|-130.65314615250773|3.3840711613208985|3.3840711613208985|3.3840711613208985|0.08730464900145307|0.08730464900145307|0.08730464900145307
sem sombreamento e sem obstáculo|2594.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8593039894026|-131.34563005391342|-130.37297792489179|3.5016162105719557|3.5016162105719557|3.5016162105719557|0.08730465300259707|0.08730465300259707|0.08730465300259707
sem sombreamento e sem obstáculo|2595.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.863646644031|-131.34997270854456|-130.37732057951746|3.257872212638613|3.257872212638613|3.257872212638613|0.08730465599565186|0.08730465599565186|0.08730465599565186
sem sombreamento e sem obstáculo|2596.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8679876255957|-131.35431369010738|-130.38166156108403|3.374128214714583|3.374128214714583|3.374128214714583|0.0873046590089528|0.0873046590089528|0.0873046590089528
sem sombreamento e sem obstáculo|2597.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.14953958850867|-131.62881744918627|-130.67026172783108|3.4592711708392017|3.4592711708392017|3.4592711708392017|0.08730466299868353|0.08730466299868353|0.08730466299868353
sem sombreamento e sem obstáculo|2598.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8766645747343|-131.3629906392449|-130.39033851022367|3.343216219539754|3.343216219539754|3.343216219539754|0.08730466600062083|0.08730466600062083|0.08730466600062083
sem sombreamento e sem obstáculo|2599.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8810005448635|-131.3673266093746|-130.3946744803524|3.279472221606411|3.279472221606411|3.279472221606411|0.08730466899704999|0.08730466899704999|0.08730466899704999
sem sombreamento e sem obstáculo|2600.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8853348470994|-131.37166091160844|-130.39900878259033|3.455728224373888|3.455728224373888|3.455728224373888|0.08730467300578627|0.08730467300578627|0.08730467300578627
sem sombreamento e sem obstáculo|2601.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.16662882353734|-131.64590668421735|-130.68735096285732|3.4744711796799677|3.4744711796799677|3.4744711796799677|0.0873046759995358|0.0873046759995358|0.0873046759995358
sem sombreamento e sem obstáculo|2602.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.8939984529674|-131.38032451748137|-130.40767238845342|3.2448162285098805|3.2448162285098805|3.2448162285098805|0.0873046789986446|0.0873046789986446|0.0873046789986446
sem sombreamento e sem obstáculo|2603.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.898327759164|-131.38465382367755|-130.41200169465046|3.361072231272701|3.361072231272701|3.361072231272701|0.08730468300063217|0.08730468300063217|0.08730468300063217
sem sombreamento e sem obstáculo|2604.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9026554025733|-131.38898146708559|-130.416329338061|3.477328233339358|3.477328233339358|3.477328233339358|0.08730468599706133|0.08730468599706133|0.08730468599706133
sem sombreamento e sem obstáculo|2605.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.18369179919188|-131.66296965986805|-130.7044139385157|3.3096711885230614|3.3096711885230614|3.3096711885230614|0.08730468900723602|0.08730468900723602|0.08730468900723602
sem sombreamento e sem obstáculo|2606.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.91130570614288|-131.39763177065404|-130.42497964163172|3.3264162381668574|3.3264162381668574|3.3264162381668574|0.08730469299547806|0.08730469299547806|0.08730469299547806
sem sombreamento e sem obstáculo|2607.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9156283688493|-131.4019544333616|-130.429302304337|3.4426722402404994|3.4426722402404994|3.4426722402404994|0.08730469600203028|0.08730469600203028|0.08730469600203028
sem sombreamento e sem obstáculo|2608.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.19647184671453|-131.67574970739503|-130.71719398603403|3.412039195317775|3.412039195317775|3.412039195317775|0.08730469899840981|0.08730469899840981|0.08730469899840981
sem sombreamento e sem obstáculo|2609.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.924268722474|-131.41059478698756|-130.43794265796046|3.2317602450679987|3.2317602450679987|3.2317602450679987|0.08730470299707267|0.08730470299707267|0.08730470299707267
sem sombreamento e sem obstáculo|2610.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9285864159315|-131.41491248044284|-130.44226035142017|3.4080162471393125|3.4080162471393125|3.4080162471393125|0.08730470600025053|0.08730470600025053|0.08730470600025053
sem sombreamento e sem obstáculo|2611.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9329024555073|-131.4192285200196|-130.446576390995|3.524272249212954|3.524272249212954|3.524272249212954|0.0873047090034284|0.0873047090034284|0.0873047090034284
sem sombreamento e sem obstáculo|2612.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.21348906214533|-131.69276692282534|-130.7342112014653|3.2472392048384062|3.2472392048384062|3.2472392048384062|0.08730471299564027|0.08730471299564027|0.08730471299564027
sem sombreamento e sem obstáculo|2613.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9415295780853|-131.4278556425976|-130.455203513573|3.3133602540404534|3.3133602540404534|3.3133602540404534|0.08730471599847078|0.08730471599847078|0.08730471599847078
sem sombreamento e sem obstáculo|2614.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9458406636175|-131.4321667281286|-130.4595145991064|3.4296162561140955|3.4296162561140955|3.4296162561140955|0.087304719005023|0.087304719005023|0.087304719005023
sem sombreamento e sem obstáculo|2615.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.950150100328|-131.4364761648387|-130.46382403581728|3.365872258867603|3.365872258867603|3.365872258867603|0.08730472299688752|0.08730472299688752|0.08730472299688752
sem sombreamento e sem obstáculo|2616.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.23048023890053|-131.70975809957787|-130.75120237822318|3.3224392136791723|3.3224392136791723|3.3224392136791723|0.08730472599991652|0.08730472599991652|0.08730472599991652
sem sombreamento e sem obstáculo|2617.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9587640323209|-131.44509009683344|-130.47243796780833|3.39496026301058|3.39496026301058|3.39496026301058|0.08730472900324325|0.08730472900324325|0.08730472900324325
sem sombreamento e sem obstáculo|2618.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9630685301218|-131.4493945946353|-130.4767424656083|3.511216265768744|3.511216265768744|3.511216265768744|0.08730473299848213|0.08730473299848213|0.08730473299848213
sem sombreamento e sem obstáculo|2619.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.24320658146934|-131.72248444214935|-130.76392872078932|3.2448072204808707|3.2448072204808707|3.2448072204808707|0.08730473600136225|0.08730473600136225|0.08730473600136225
sem sombreamento e sem obstáculo|2620.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9716725956115|-131.4579986601226|-130.4853465311004|3.3603042706009|3.3603042706009|3.3603042706009|0.08730474000364757|0.08730474000364757|0.08730474000364757
sem sombreamento e sem obstáculo|2621.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9759721658188|-131.4622982303323|-130.4896461013053|3.476560272672214|3.476560272672214|3.476560272672214|0.08730474300007675|0.08730474300007675|0.08730474300007675
sem sombreamento e sem obstáculo|2622.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9802700959927|-131.46659616050542|-130.49394403147997|3.352816274741199|3.352816274741199|3.352816274741199|0.08730474599988024|0.08730474599988024|0.08730474599988024
sem sombreamento e sem obstáculo|2623.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.26015238177467|-131.73943024245187|-130.78087452109747|3.3200072299991734|3.3200072299991734|3.3200072299991734|0.08730474999859274|0.08730474999859274|0.08730474999859274
sem sombreamento e sem obstáculo|2624.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9888610412589|-131.47518710577006|-130.50253497674774|3.3819042795686984|3.3819042795686984|3.3819042795686984|0.08730475299829697|0.08730475299829697|0.08730475299829697
sem sombreamento e sem obstáculo|2625.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9931540588398|-131.4794801233496|-130.50682799433|3.4381602816400116|3.4381602816400116|3.4381602816400116|0.08730475600147485|0.08730475600147485|0.08730475600147485
sem sombreamento e sem obstáculo|2626.0|69.0|69.0|69.0|100.0|100.0|100.0|-130.9974454414013|-131.48377150591193|-130.5111193768907|3.314416284400504|3.314416284400504|3.314416284400504|0.08730476000008808|0.08730476000008808|0.08730476000008808
sem sombreamento e sem obstáculo|2627.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.27707236132628|-131.7563502220034|-130.79779450064916|3.395207238839939|3.395207238839939|3.395207238839939|0.08730476299944498|0.08730476299944498|0.08730476299944498
sem sombreamento e sem obstáculo|2628.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0060233063858|-131.4923493708956|-130.519697241876|3.463504288541153|3.463504288541153|3.463504288541153|0.08730476600306945|0.08730476600306945|0.08730476600306945
sem sombreamento e sem obstáculo|2629.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0103097913089|-131.49663585582007|-130.52398372679775|3.279760291299317|3.279760291299317|3.279760291299317|0.08730477000168269|0.08730477000168269|0.08730477000168269
sem sombreamento e sem obstáculo|2630.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0145946461691|-131.50092071068312|-130.52826858165506|3.3360162933683024|3.3360162933683024|3.3360162933683024|0.08730477299473748|0.08730477299473748|0.08730477299473748
sem sombreamento e sem obstáculo|2631.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.2939665986936|-131.77324445937015|-130.81468873801705|3.4704072476783767|3.4704072476783767|3.4704072476783767|0.08730477599687327|0.08730477599687327|0.08730477599687327
sem sombreamento e sem obstáculo|2632.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0231594706504|-131.50948553516437|-130.53683340613642|3.365104298200458|3.365104298200458|3.365104298200458|0.08730477999990294|0.08730477999990294|0.08730477999990294
sem sombreamento e sem obstáculo|2633.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0274394427509|-131.51376550726206|-130.54111337823974|3.3013603002741|3.3013603002741|3.3013603002741|0.08730478300645515|0.08730478300645515|0.08730478300645515
sem sombreamento e sem obstáculo|2634.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.30662043046425|-131.7858982911442|-130.8273425697843|3.392775254480075|3.392775254480075|3.392775254480075|0.08730478600174298|0.08730478600174298|0.08730478600174298
sem sombreamento e sem obstáculo|2635.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0359945128425|-131.5223205773536|-130.5496684483314|3.4504483051015997|3.4504483051015997|3.4504483051015997|0.08730479000149753|0.08730479000149753|0.08730479000149753
sem sombreamento e sem obstáculo|2636.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.04026961330152|-131.5265956778146|-130.55394354878842|3.2667043071682564|3.2667043071682564|3.2667043071682564|0.08730479299792669|0.08730479299792669|0.08730479299792669
sem sombreamento e sem obstáculo|2637.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0445430923433|-131.5308691568556|-130.558217027831|3.38296030923957|3.38296030923957|3.38296030923957|0.08730479600110455|0.08730479600110455|0.08730479600110455
sem sombreamento e sem obstáculo|2638.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.3234698069736|-131.80274766765015|-130.84419194629706|3.467975263998378|3.467975263998378|3.467975263998378|0.08730479999554946|0.08730479999554946|0.08730479999554946
sem sombreamento e sem obstáculo|2639.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0530851910835|-131.53941125559462|-130.5667591265724|3.2920483140717263|3.2920483140717263|3.2920483140717263|0.08730480300289566|0.08730480300289566|0.08730480300289566
sem sombreamento e sem obstáculo|2640.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0573538132475|-131.54367987775882|-130.57102774873616|3.2883043161383836|3.2883043161383836|3.2883043161383836|0.08730480599595045|0.08730480599595045|0.08730480599595045
sem sombreamento e sem obstáculo|2641.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0616208188979|-131.54794688340905|-130.57529475438673|3.4645603189012038|3.4645603189012038|3.4645603189012038|0.08730481000131239|0.08730481000131239|0.08730481000131239
sem sombreamento e sem obstáculo|2642.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.34029365551226|-131.8195715161922|-130.8610157948323|3.423175272841472|3.423175272841472|3.423175272841472|0.08730481300324969|0.08730481300324969|0.08730481300324969
sem sombreamento e sem obstáculo|2643.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0701499855753|-131.55647605008593|-130.5838239210647|3.2536483230395237|3.2536483230395237|3.2536483230395237|0.08730481600091941|0.08730481600091941|0.08730481600091941
sem sombreamento e sem obstáculo|2644.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0744121490403|-131.56073821355093|-130.5880860845297|3.3699043258000163|3.3699043258000163|3.3699043258000163|0.08730481999953264|0.08730481999953264|0.08730481999953264
sem sombreamento e sem obstáculo|2645.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0786727008861|-131.56499876539573|-130.59234663637648|3.4861603278690017|3.4861603278690017|3.4861603278690017|0.08730482299933615|0.08730482299933615|0.08730482299933615
sem sombreamento e sem obstáculo|2646.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.35709205330787|-131.83636991398402|-130.87781419263172|3.3183752816799097|3.3183752816799097|3.3183752816799097|0.08730482600067797|0.08730482600067797|0.08730482600067797
sem sombreamento e sem obstáculo|2647.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0871889745869|-131.57351503909806|-130.60086291007573|3.3352483327011577|3.3352483327011577|3.3352483327011577|0.08730483000112725|0.08730483000112725|0.08730483000112725
sem sombreamento e sem obstáculo|2648.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.0914446988753|-131.5777707633876|-130.605118634363|3.451504334770143|3.451504334770143|3.451504334770143|0.0873048329975564|0.0873048329975564|0.0873048329975564
sem sombreamento e sem obstáculo|2649.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.3696741958768|-131.84895205655724|-130.89039633519636|3.4207432884816082|3.4207432884816082|3.4207432884816082|0.0873048360021237|0.0873048360021237|0.0873048360021237
sem sombreamento e sem obstáculo|2650.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.09995132838858|-131.5862773928994|-130.61362526387776|3.2405923395999707|3.2405923395999707|3.2405923395999707|0.08730483999934749|0.08730483999934749|0.08730483999934749
sem sombreamento e sem obstáculo|2651.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.10420223604692|-131.59052830055947|-130.61787617153436|3.4168483416689566|3.4168483416689566|3.4168483416689566|0.087304842999151|0.087304842999151|0.087304842999151
sem sombreamento e sem obstáculo|2652.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1084515405822|-131.5947776050928|-130.6221254760716|3.533104343737941|3.533104343737941|3.533104343737941|0.08730484599895451|0.08730484599895451|0.08730484599895451
sem sombreamento e sem obstáculo|2653.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.38642823967731|-131.86570610035733|-130.9071503789973|3.2559432979999112|3.2559432979999112|3.2559432979999112|0.08730484999935419|0.08730484999935419|0.08730484999935419
sem sombreamento e sem obstáculo|2654.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.11694534511838|-131.60327140963236|-130.6306192806044|3.322192348570097|3.322192348570097|3.322192348570097|0.08730485300074561|0.08730485300074561|0.08730485300074561
sem sombreamento e sem obstáculo|2655.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1211898475343|-131.6075159120466|-130.634863783022|3.4384483506414107|3.4384483506414107|3.4384483506414107|0.08730485600392347|0.08730485600392347|0.08730485600392347
sem sombreamento e sem obstáculo|2656.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1254327516503|-131.6117588161626|-130.639106687138|3.3747043534019032|3.3747043534019032|3.3747043534019032|0.0873048600025367|0.0873048600025367|0.0873048600025367
sem sombreamento e sem obstáculo|2657.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.4031570433376|-131.88243490401413|-130.92387918266104|3.331143306840677|3.331143306840677|3.331143306840677|0.08730486300020643|0.08730486300020643|0.08730486300020643
sem sombreamento e sem obstáculo|2658.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.13391376981951|-131.62023983433085|-130.64758770530818|3.403792357540224|3.403792357540224|3.403792357540224|0.08730486599876937|0.08730486599876937|0.08730486599876937
sem sombreamento e sem obstáculo|2659.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.138151886267|-131.62447795078054|-130.65182582175345|3.4600483602983876|3.4600483602983876|3.4600483602983876|0.08730486999400824|0.08730486999400824|0.08730486999400824
sem sombreamento e sem obstáculo|2660.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.41568712792852|-131.89496498860586|-130.93640926725118|3.2535113136447036|3.2535113136447036|3.2535113136447036|0.08730487300850012|0.08730487300850012|0.08730487300850012
sem sombreamento e sem obstáculo|2661.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1466233398885|-131.6329494043996|-130.6602972753774|3.369136364439037|3.369136364439037|3.369136364439037|0.08730487600036398|0.08730487600036398|0.08730487600036398
sem sombreamento e sem obstáculo|2662.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1508566794568|-131.63718274396683|-130.66453061494678|3.485392367199529|3.485392367199529|3.485392367199529|0.08730487999897721|0.08730487999897721|0.08730487999897721
sem sombreamento e sem obstáculo|2663.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1550884291225|-131.64141449363558|-130.6687623646094|3.3016483692661853|3.3016483692661853|3.3016483692661853|0.08730488299540635|0.08730488299540635|0.08730488299540635
sem sombreamento e sem obstáculo|2664.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.43237194384852|-131.91164980452587|-130.95309408317118|3.3287113224808125|3.3287113224808125|3.3287113224808125|0.08730488600250443|0.08730488600250443|0.08730488600250443
sem sombreamento e sem obstáculo|2665.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1635471635278|-131.64987322803782|-130.67722109901777|3.3907363741006704|3.3907363741006704|3.3907363741006704|0.0873048900005718|0.0873048900005718|0.0873048900005718
sem sombreamento e sem obstáculo|2666.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1677741506456|-131.65410021515643|-130.6814480861348|3.3869923761696556|3.3869923761696556|3.3869923761696556|0.08730489300037532|0.08730489300037532|0.08730489300037532
sem sombreamento e sem obstáculo|2667.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1719995526287|-131.65832561714038|-130.68567348811703|3.323248378240969|3.323248378240969|3.323248378240969|0.08730489600017882|0.08730489600017882|0.08730489600017882
sem sombreamento e sem obstáculo|2668.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.4490317276176|-131.92830958829416|-130.96975386694106|3.4039113319991157|3.4039113319991157|3.4039113319991157|0.08730489999631091|0.08730489999631091|0.08730489999631091
sem sombreamento e sem obstáculo|2669.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1804456059495|-131.6667716704606|-130.6941195414384|3.4723363830707967|3.4723363830707967|3.4723363830707967|0.08730490300196993|0.08730490300196993|0.08730490300196993
sem sombreamento e sem obstáculo|2670.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1846662596608|-131.6709923241708|-130.69834019515076|3.228592385139782|3.228592385139782|3.228592385139782|0.08730490599839907|0.08730490599839907|0.08730490599839907
sem sombreamento e sem obstáculo|2671.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.18888533297542|-131.67521139748447|-130.70255926846636|3.344848387900275|3.344848387900275|3.344848387900275|0.08730491000038666|0.08730491000038666|0.08730491000038666
sem sombreamento e sem obstáculo|2672.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.46566655423294|-131.94494441491173|-130.98638869355415|3.4791113408398813|3.4791113408398813|3.4791113408398813|0.08730491300058715|0.08730491300058715|0.08730491300058715
sem sombreamento e sem obstáculo|2673.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.1973187431801|-131.68364480769412|-130.71099267866606|3.373936392038595|3.373936392038595|3.373936392038595|0.08730491599999368|0.08730491599999368|0.08730491599999368
sem sombreamento e sem obstáculo|2674.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.2015330824185|-131.6878591469296|-130.7152070179074|3.310192394799087|3.310192394799087|3.310192394799087|0.08730491999860691|0.08730491999860691|0.08730491999860691
sem sombreamento e sem obstáculo|2675.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.47812634099054|-131.95740420167104|-130.99884848031004|3.401479347641579|3.401479347641579|3.401479347641579|0.0873049230020329|0.0873049230020329|0.0873049230020329
sem sombreamento e sem obstáculo|2676.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.2099570350991|-131.69628309961314|-130.72363097058508|3.4592803989397356|3.4592803989397356|3.4592803989397356|0.08730492600158829|0.08730492600158829|0.08730492600158829
sem sombreamento e sem obstáculo|2677.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.2141666508758|-131.7004927153856|-130.727840586366|3.2755364017002284|3.2755364017002284|3.2755364017002284|0.08730492999682715|0.08730492999682715|0.08730492999682715
sem sombreamento e sem obstáculo|2678.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.2183746945289|-131.70470075904007|-130.73204863001774|3.3917924037738705|3.3917924037738705|3.3917924037738705|0.08730493300675374|0.08730493300675374|0.08730493300675374
sem sombreamento e sem obstáculo|2679.0|68.0|68.0|68.0|100.0|100.0|100.0|-131.49471767204054|-131.97399553271788|-131.0154398113632|3.4766793564800174|3.4766793564800174|3.4766793564800174|0.08730493599946118|0.08730493599946118|0.08730493599946118
sem sombreamento e sem obstáculo|2680.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.22678607011488|-131.71311213462604|-130.74046000560372|3.3008804085990415|3.3008804085990415|3.3008804085990415|0.08730493999842176|0.08730493999842176|0.08730493999842176
sem sombreamento e sem obstáculo|2681.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.2309894043915|-131.7173154689026|-130.7446633398804|3.2971364106726835|3.2971364106726835|3.2971364106726835|0.08730494300497399|0.08730494300497399|0.08730494300497399
sem sombreamento e sem obstáculo|2682.0|69.0|69.0|69.0|100.0|100.0|100.0|-131.23519117122729|-131.72151723573958|-130.748865106715|3.4733924127393396|3.4733924127393396|3.4733924127393396|0.08730494599802878|0.08730494599802878|0.08730494599802878
